id,year,region,female,immigrant,education,age,income,instrument,endogenous,treat,post,outcome,wage,employed,life_satisfaction,count_events,ordinal_satisfaction,likert_1,likert_2,likert_3
37,2021,central,1,0,15,36,69422.61182200925,-1.0076788092733788,3.7612910977967466,1,0,3.678391039039074,4115.9260006454315,1,8.977727900115315,0,5,2,4.0,2
37,2022,central,1,0,15,37,57434.04112815311,-1.0076788092733788,4.3756301647610485,1,1,5.078254087726628,6151.751399814057,0,7.582937268683266,1,4,2,3.0,3
37,2023,central,1,0,15,38,52722.30137645843,-1.0076788092733788,3.154292357429911,1,1,7.503216716022471,5640.24847588001,1,7.980606993390153,2,4,4,4.0,2
37,2024,central,1,0,15,39,64675.67263918905,-1.0076788092733788,2.7361983688940463,1,1,9.020634427250243,3880.9401520654756,0,,2,5,4,3.0,3
37,2025,central,1,0,15,40,46597.02505340713,-1.0076788092733788,2.742711578603341,1,1,3.473417051458319,6671.444092215447,1,8.100422472760986,3,5,3,3.0,3
38,2018,south,1,1,10,44,42210.09970688598,0.4350002544572643,2.704143169571723,1,0,5.0388698912512515,4321.336889396312,1,6.461435364996114,2,3,4,2.0,1
38,2019,south,1,1,10,45,46133.23762138773,0.4350002544572643,3.207032725259313,1,0,6.398149000104233,7740.767508659919,1,8.349093511682472,2,5,3,4.0,3
38,2020,south,1,1,10,46,44875.491356689476,0.4350002544572643,1.4322312675500624,1,0,7.587287554167975,3658.6316737647367,0,7.162227163244378,3,4,3,4.0,4
38,2021,south,1,1,10,47,49045.86461570831,0.4350002544572643,2.594551743122944,1,0,4.130535188102963,6130.507889254317,1,9.192897472561185,0,5,3,4.0,2
38,2022,south,1,1,10,48,45685.89438567621,0.4350002544572643,3.805773273438813,1,1,8.971085205375628,6598.826980781295,1,8.048693132645523,0,5,4,5.0,1
38,2023,south,1,1,10,49,39089.76048373023,0.4350002544572643,3.5134703082673724,1,1,7.361403540013139,6748.548954308331,1,6.764932673707712,3,4,2,2.0,3
38,2024,south,1,1,10,50,49490.21004749111,0.4350002544572643,2.715431538980431,1,1,6.504072132524099,5891.1896670853785,1,6.349462941073561,2,3,4,3.0,3
38,2025,south,1,1,10,51,45720.30211507336,0.4350002544572643,2.6905587026216335,1,1,7.224494932013832,5204.289319592253,1,7.046401573415904,3,4,1,2.0,3
39,2018,east,0,0,12,46,61420.831478512715,0.6096886934174968,2.603394972518859,1,0,4.213029776114261,5414.286672388305,0,8.616193808449854,3,5,3,4.0,2
39,2019,east,0,0,12,47,59139.13202886639,0.6096886934174968,2.992754607935738,1,0,5.289617408855154,7391.341674664566,0,8.626567086281742,1,5,2,4.0,4
39,2020,east,0,0,12,48,45879.836845481,0.6096886934174968,3.5981716334288683,1,0,6.0962495171554405,6628.612867158414,1,8.843692775969261,1,5,3,4.0,3
39,2021,east,0,0,12,49,49415.19740196271,0.6096886934174968,0.8584044403624596,1,0,4.993671787189687,4947.357223550014,1,6.972364627409319,2,4,3,3.0,4
39,2022,east,0,0,12,50,50755.36101330779,0.6096886934174968,5.62011659929788,1,1,5.143177628203398,8771.5755600148,1,6.249080162937727,3,3,3,5.0,4
39,2023,east,0,0,12,51,45019.72253018203,0.6096886934174968,4.07187182359918,1,1,6.984398795342787,8205.34356121054,1,7.782133550672497,3,4,5,4.0,3
39,2024,east,0,0,12,52,39434.6260138963,0.6096886934174968,2.4642591436173356,1,1,6.59971095395467,8430.502097358993,0,7.260935298097419,1,4,3,4.0,2
39,2025,east,0,0,12,53,48484.95985489221,0.6096886934174968,2.9966739379327074,1,1,3.2738818211966128,7760.864152975392,0,6.213652280572461,1,3,3,2.0,4
40,2018,south,1,1,13,46,44043.939076884395,0.5437397444978435,3.966565699275959,1,0,4.440038639647243,5991.796357810814,0,7.504191507005977,2,4,4,4.0,4
40,2019,south,1,1,13,47,47911.2377718403,0.5437397444978435,2.558300553743833,1,0,4.842321658791656,3893.147665113318,1,7.132819912989727,5,4,4,5.0,2
40,2020,south,1,1,13,48,41235.31615590681,0.5437397444978435,3.5823084486540857,1,0,7.196061654404637,4796.641420915299,0,5.642514197200208,4,3,2,2.0,3
40,2021,south,1,1,13,49,49788.841475286266,0.5437397444978435,3.2683781544677357,1,0,5.37198682850315,5640.927593062226,0,6.8051823963345415,6,4,3,3.0,3
40,2022,south,1,1,13,50,46765.06527658914,0.5437397444978435,3.146403315210383,1,1,7.104023335924239,4103.0854972112975,1,8.306025595843344,6,5,4,3.0,2
40,2023,south,1,1,13,51,54085.41252069591,0.5437397444978435,4.042851983823903,1,1,8.293284115606559,8364.132173160213,1,7.661014780042574,3,4,3,3.0,4
40,2024,south,1,1,13,52,65603.04594071426,0.5437397444978435,3.7295809397073962,1,1,5.714674794557485,5400.18140246527,0,6.042427208416235,3,3,3,4.0,1
40,2025,south,1,1,13,53,53362.68088281135,0.5437397444978435,3.2631428887368368,1,1,5.708636547186428,8989.678381717862,0,8.230239860843717,5,5,4,3.0,3
41,2018,north,1,0,16,30,54447.45184317227,-0.063934855674423,4.135571279818933,1,0,7.46609510171942,7518.209919001828,1,8.349515187037134,4,5,3,4.0,3
41,2019,north,1,0,16,31,58932.987313745056,-0.063934855674423,4.970242071803167,1,0,4.259207493661137,10286.780449480973,1,5.593737341385166,1,3,3,4.0,2
41,2020,north,1,0,16,32,52506.94624012961,-0.063934855674423,4.29280360687814,1,0,7.085199164310132,9840.75440268353,1,6.802931290275711,1,4,3,4.0,4
41,2021,north,1,0,16,33,56822.64806561251,-0.063934855674423,1.6875676273407403,1,0,4.629805871365767,5249.696911914816,1,8.602295226617574,4,5,4,4.0,3
41,2022,north,1,0,16,34,58943.67363032694,-0.063934855674423,3.4251703238998323,1,1,8.348026968996379,6860.478172794595,1,7.25046897487894,2,4,3,3.0,2
41,2023,north,1,0,16,35,50709.92368967643,-0.063934855674423,4.710161781421191,1,1,7.477587093645473,7090.592834077104,1,7.437475384916188,2,4,2,2.0,2
41,2024,north,1,0,16,36,60722.63864982712,-0.063934855674423,4.220363564437687,1,1,9.14933914232914,8778.905120357578,1,8.500509424514073,2,5,2,3.0,1
41,2025,north,1,0,16,37,43832.21061695319,-0.063934855674423,5.863378707197473,1,1,7.330903951963823,9005.446375679248,1,7.310590891030442,2,4,2,3.0,2
42,2018,south,1,0,14,27,47507.83536714724,1.3414387949926367,4.749710111189595,1,0,6.439342147825479,4952.117966967952,1,,0,5,4,3.0,2
42,2019,south,1,0,14,28,52851.24321196312,1.3414387949926367,5.178789884802792,1,0,3.660093067815055,6206.68299328359,1,8.255394249491134,1,5,3,3.0,3
42,2020,south,1,0,14,29,48504.13249742797,1.3414387949926367,2.7229301756050486,1,0,6.801130595932314,5946.459262270995,1,7.545577426782979,3,4,5,2.0,4
42,2021,south,1,0,14,30,58111.5264668616,1.3414387949926367,3.0242740340646526,1,0,5.207057529981961,3596.582276662489,1,6.334327595882025,1,3,4,1.0,2
42,2022,south,1,0,14,31,43134.31013499334,1.3414387949926367,5.18682386053359,1,1,8.704042412438495,5147.9729995116095,1,9.288796558976175,3,5,4,3.0,3
42,2023,south,1,0,14,32,51966.837115708804,1.3414387949926367,4.397655107968772,1,1,6.338864557065659,5145.543085853198,0,8.799014154514344,2,5,4,5.0,1
42,2024,south,1,0,14,33,52861.83337934403,1.3414387949926367,5.247589676241544,1,1,7.37159867758196,5036.732135704412,1,8.107576901763391,4,5,5,3.0,3
42,2025,south,1,0,14,34,45838.703928170435,1.3414387949926367,4.567185048381355,1,1,7.669546178017942,9183.639626128046,0,8.027798336642327,1,5,4,3.0,4
43,2018,east,1,1,11,29,24072.457866989982,-1.3759390164364795,1.8095406384336168,1,0,7.128154868648811,3428.2741587353203,1,7.800770979127438,2,4,3,5.0,4
43,2019,east,1,1,11,30,38281.23843854185,-1.3759390164364795,1.8643215692024453,1,0,7.8775187916965255,3676.6422170668143,1,8.232448434176161,0,5,4,4.0,2
43,2020,east,1,1,11,31,41485.25036518294,-1.3759390164364795,0.9035444887923176,1,0,4.924013199293059,3078.966284489577,0,5.710209577680757,2,3,2,3.0,4
43,2021,east,1,1,11,32,55630.54972859025,-1.3759390164364795,2.378794849452054,1,0,2.1536627348003687,4812.776362579706,1,8.716724639890646,1,5,2,4.0,4
43,2022,east,1,1,11,33,37324.8536428467,-1.3759390164364795,2.118975646297682,1,1,6.958736228501368,3560.329715208374,1,7.5322653344499235,4,4,3,4.0,2
43,2023,east,1,1,11,34,45749.18700412664,-1.3759390164364795,1.276046747479303,1,1,8.269672525193174,3642.0651582504106,0,7.866115021888624,3,4,3,3.0,3
43,2024,east,1,1,11,35,45014.523913998106,-1.3759390164364795,0.4635232816939334,1,1,7.893167818823125,4975.0188567012765,0,8.27501844306179,1,5,2,3.0,4
43,2025,east,1,1,11,36,61923.85402608552,-1.3759390164364795,0.01598289054473767,1,1,10.036415623717536,3408.4855359718013,1,5.851510190119544,2,3,4,4.0,2
44,2018,central,1,1,17,34,42215.15545416451,0.4449791290818509,2.796756005107825,1,0,4.27989115597215,7114.963838389327,0,7.46274097327973,4,4,3,4.0,3
44,2019,central,1,1,17,35,47050.96975774748,0.4449791290818509,5.210807057524812,1,0,5.270648126465563,8534.291510039035,1,8.202689325042035,1,5,2,4.0,4
44,2020,central,1,1,17,36,50882.56417061388,0.4449791290818509,4.395864044170051,1,0,3.3671066128120164,7633.493659624421,1,8.937312339191534,0,5,4,4.0,4
44,2021,central,1,1,17,37,50167.800694887264,0.4449791290818509,5.7514325353870905,1,0,3.8822215791118913,8461.68744070955,1,7.228822246891407,2,4,4,4.0,3
44,2022,central,1,1,17,38,49635.551443624594,0.4449791290818509,3.030041937099673,1,1,5.041100319778813,5463.659564883771,1,6.036731971817831,2,3,3,5.0,4
44,2023,central,1,1,17,39,64902.901988568774,0.4449791290818509,3.586411776203309,1,1,6.289749270046671,5807.412971838353,1,8.976956355457947,3,5,3,3.0,2
44,2024,central,1,1,17,40,,0.4449791290818509,4.781995890394579,1,1,6.871427540839403,9137.340656495913,1,6.398102455374376,1,3,3,5.0,2
44,2025,central,1,1,17,41,63844.768379038636,0.4449791290818509,3.037009628970635,1,1,2.5062342457109494,8245.408076385014,0,8.379345780105488,3,5,4,4.0,4
45,2018,west,1,0,16,23,54220.43296111236,-0.29017805846172773,4.4033081615596705,1,0,3.9446861742325043,5880.734120665404,0,8.967461846237478,2,5,4,4.0,3
45,2019,west,1,0,16,24,44272.314994888744,-0.29017805846172773,3.438349326377363,1,0,3.587277768245725,6522.040464778142,0,6.11171007103092,3,3,3,4.0,2
45,2020,west,1,0,16,25,62506.11239347904,-0.29017805846172773,2.4969514257589864,1,0,3.56408204063182,3977.674083821556,1,10.0,1,5,3,3.0,2
45,2021,west,1,0,16,26,57024.38536997353,-0.29017805846172773,1.4279386113687402,1,0,4.7357816571966085,4404.3338855632,0,6.06233764688634,1,3,4,4.0,1
45,2022,west,1,0,16,27,58370.275952999444,-0.29017805846172773,4.4027790673673834,1,1,4.406721690028887,4833.13179361126,0,7.133741930505658,0,4,2,3.0,3
45,2023,west,1,0,16,28,57230.52188719352,-0.29017805846172773,2.569209859618148,1,1,7.712785043090603,6917.155124735112,1,8.383150108689783,1,5,2,4.0,2
45,2024,west,1,0,16,29,56820.008003640505,-0.29017805846172773,4.156848850946293,1,1,8.258928235652753,6834.123855077334,1,8.602573475504013,3,5,4,4.0,3
45,2025,west,1,0,16,30,52434.89134562909,-0.29017805846172773,4.260338512945671,1,1,6.841659288135507,6294.474748967619,1,5.446856481585467,2,3,1,4.0,2
46,2018,east,1,1,16,27,46996.89995795199,1.880750262082175,7.1437948224835655,1,0,6.117029134404281,7878.725958175911,1,9.18903339078339,1,5,1,3.0,4
46,2019,east,1,1,16,28,51669.5436918145,1.880750262082175,4.093989682172563,1,0,5.056981934670642,7542.1992018802,0,8.678390213324795,1,5,2,3.0,3
46,2020,east,1,1,16,29,62011.056936693545,1.880750262082175,7.263134822163299,1,0,4.930410423860446,8377.311474659491,1,9.451131133743717,1,5,4,3.0,3
46,2021,east,1,1,16,30,52983.30667939861,1.880750262082175,5.540974482187003,1,0,1.8567180430657633,3325.213212233684,0,5.456149346489932,2,3,4,2.0,3
46,2022,east,1,1,16,31,49478.46058971019,1.880750262082175,6.527489517754342,1,1,6.574892977371945,7406.231833320479,0,7.614679425869246,4,4,3,4.0,3
46,2023,east,1,1,16,32,65365.810970118626,1.880750262082175,5.308610643743317,1,1,8.949197007454277,7085.777118687234,1,7.559371018327009,1,4,4,3.0,4
46,2024,east,1,1,16,33,52942.202029255095,1.880750262082175,6.011117715112557,1,1,7.679085578538193,4668.790128957688,0,7.9489096194985045,1,4,3,2.0,4
46,2025,east,1,1,16,34,61947.69827500891,1.880750262082175,3.9175079628077363,1,1,7.566149894744391,6119.364475479269,0,9.786615312862583,3,5,2,4.0,2
47,2018,central,1,0,14,29,55256.8000922934,0.563626586802189,3.171777793805563,1,0,1.5398705425536,4151.927147271232,1,6.51640397762495,0,4,3,2.0,3
47,2019,central,1,0,14,30,44658.307551053666,0.563626586802189,2.2954858569423227,1,0,4.178517361696828,3810.6967241230113,0,6.394950745881202,1,3,4,2.0,3
47,2020,central,1,0,14,31,41054.2385421115,0.563626586802189,2.0142192584213565,1,0,2.5931425872353686,3926.3295009334124,0,10.0,2,5,3,2.0,2
47,2021,central,1,0,14,32,59545.71841715852,0.563626586802189,2.8138132933987388,1,0,3.5702801433130555,3991.0600050713024,1,9.730098418771384,5,5,3,3.0,3
47,2022,central,1,0,14,33,48084.8918180794,0.563626586802189,1.926726329344522,1,1,8.840352122525431,5243.988193361325,1,8.410209500824605,2,5,4,3.0,5
47,2023,central,1,0,14,34,54250.47565354391,0.563626586802189,4.684460061339736,1,1,5.154130189724827,4551.410061476145,0,8.752317586797151,4,5,3,1.0,3
47,2024,central,1,0,14,35,49078.872864195335,0.563626586802189,2.102988327078216,1,1,7.038040175526363,3524.929014043677,0,8.121741886790677,2,5,3,4.0,4
47,2025,central,1,0,14,36,59517.866017454,0.563626586802189,4.250310564117425,1,1,6.84550272933242,5957.477685254784,1,9.211149734444362,5,5,2,1.0,3
48,2018,north,1,0,11,53,53491.21677883637,0.2598432408895287,4.425101639162351,1,0,5.9737432260169205,10159.989186158926,1,7.172985718063829,2,4,4,5.0,4
48,2019,north,1,0,11,54,54205.13626844808,0.2598432408895287,3.165609047073831,1,0,6.486396898602304,6553.123822754583,1,8.116660541171292,3,5,4,4.0,1
48,2020,north,1,0,11,55,57358.76526581917,0.2598432408895287,2.7538420130113597,1,0,5.0765526212027865,3714.0716278028963,1,8.257361264584283,1,5,4,4.0,4
48,2021,north,1,0,11,56,43194.46167904309,0.2598432408895287,4.283873055740244,1,0,5.247849369900056,8356.609737866673,1,,2,5,4,3.0,3
48,2022,north,1,0,11,57,61294.00409916562,0.2598432408895287,3.885476109592861,1,1,4.943392384573907,6941.934311345208,1,7.5125940914525335,3,4,4,3.0,2
48,2023,north,1,0,11,58,70590.97442834178,0.2598432408895287,2.180096858873797,1,1,6.273932519727307,5272.7819064427085,0,7.539922475189314,3,4,1,4.0,2
48,2024,north,1,0,11,59,56329.31915112397,0.2598432408895287,2.3522495172935822,1,1,7.553098015011981,5023.709532497992,1,8.145923584864875,6,5,3,4.0,5
48,2025,north,1,0,11,60,60313.47886325979,0.2598432408895287,3.9487142976732366,1,1,7.08636638577447,7292.473460388774,1,,5,4,2,4.0,5
49,2018,east,0,0,15,44,56844.77762368787,-0.08281478229077086,3.6216276747763834,1,0,4.17652399727105,9125.262194948577,1,7.493824376781057,5,4,2,2.0,4
49,2019,east,0,0,15,45,62340.406833191846,-0.08281478229077086,3.465581117435117,1,0,3.931400973789679,6697.594237518445,1,8.008324657501277,0,5,3,4.0,3
49,2020,east,0,0,15,46,48621.443045699096,-0.08281478229077086,3.129525688611346,1,0,3.0358720642998347,5300.371559817457,1,5.889772261312235,0,3,3,4.0,3
49,2021,east,0,0,15,47,54378.42226418485,-0.08281478229077086,5.246035564621785,1,0,4.950895781279163,10106.79812441552,1,10.0,6,5,2,2.0,3
49,2022,east,0,0,15,48,51528.957872455634,-0.08281478229077086,3.258104895688339,1,1,6.541921093563481,5506.301556030923,1,9.622121699752332,2,5,4,5.0,4
49,2023,east,0,0,15,49,67570.20639124916,-0.08281478229077086,3.6141805397993942,1,1,7.372350598784722,5437.034019075386,1,9.76034745078404,4,5,3,4.0,3
49,2024,east,0,0,15,50,52620.8516591055,-0.08281478229077086,2.3397493919134833,1,1,5.846060419099913,7862.862045481778,1,8.564037136962616,5,5,2,2.0,3
49,2025,east,0,0,15,51,47255.809603968,-0.08281478229077086,3.3204556277576107,1,1,5.979822267467861,9780.704300758196,1,7.7086166502474045,1,4,2,4.0,4
50,2018,west,0,0,19,50,66108.9969889342,-0.3672656068901317,4.394279199307411,1,0,5.635246405577495,12085.978094491102,1,6.57170936181727,2,4,5,4.0,4
50,2019,west,0,0,19,51,67738.3419360454,-0.3672656068901317,4.358037850271121,1,0,6.413130270559257,8763.52621877036,1,9.20529663342542,6,5,2,4.0,3
50,2020,west,0,0,19,52,64790.78798845188,-0.3672656068901317,4.950791901716663,1,0,5.920233743019681,11297.691823241401,1,6.832468270997969,3,4,4,3.0,3
50,2021,west,0,0,19,53,,-0.3672656068901317,5.187059918709211,1,0,5.148623271209011,10438.759626854497,1,7.323573660521104,4,4,4,3.0,3
50,2022,west,0,0,19,54,81730.83201166405,-0.3672656068901317,4.9849110614893934,1,1,8.247294838857576,11519.130313675236,1,8.070668895236315,2,5,4,2.0,4
50,2023,west,0,0,19,55,66632.18792631621,-0.3672656068901317,4.6782103116894085,1,1,8.554670070219563,13664.362470465854,1,10.0,3,5,2,3.0,2
50,2024,west,0,0,19,56,67530.49670710448,-0.3672656068901317,4.009116356334879,1,1,7.372040007211261,12220.016531269246,0,8.253451906642315,1,5,4,3.0,2
50,2025,west,0,0,19,57,72662.96318380337,-0.3672656068901317,4.446554746607848,1,1,5.3566738155998666,11386.092305121409,1,8.01578051295307,4,5,4,5.0,1
51,2018,south,0,1,12,31,28273.72676100488,-0.21465268035286927,-0.9046233614646746,1,0,2.6484349566833485,3533.375107359017,1,6.813346553849026,0,4,2,3.0,3
51,2019,south,0,1,12,32,46177.4181013532,-0.21465268035286927,1.486132983822311,1,0,5.930236361283827,4423.375616187562,1,6.876146684616401,0,4,3,3.0,2
51,2020,south,0,1,12,33,49834.368363533795,-0.21465268035286927,4.304177850485916,1,0,2.154132066040255,5148.430998225851,0,7.1804428110344904,2,4,2,4.0,4
51,2021,south,0,1,12,34,49212.053184511264,-0.21465268035286927,1.7534856258627456,1,0,6.36332516152771,2557.1099981278926,1,7.814693776640722,3,4,4,4.0,3
51,2022,south,0,1,12,35,41917.18870504026,-0.21465268035286927,1.7097743849616533,1,1,6.401479791599778,3112.0945189653294,1,6.045979620268645,1,3,4,3.0,1
51,2023,south,0,1,12,36,35640.81801503334,-0.21465268035286927,4.024279416814867,1,1,7.599003603823181,6354.496654384996,1,6.053379430653987,4,3,3,3.0,3
51,2024,south,0,1,12,37,40399.25656884065,-0.21465268035286927,3.7197089745959495,1,1,7.990225076667889,8876.905180383028,0,5.780355890528862,1,3,4,3.0,2
51,2025,south,0,1,12,38,51852.74853308308,-0.21465268035286927,2.588150701458362,1,1,6.282328183790759,4917.289638799249,1,7.8567294417467375,4,4,3,4.0,3
52,2018,central,1,1,13,33,45660.19832725574,1.1068008358204897,1.8519328588141866,1,0,2.01948201628235,6451.186821909549,1,7.563108900004515,0,4,3,4.0,3
52,2019,central,1,1,13,34,53121.50186869294,1.1068008358204897,3.126203258112384,1,0,0.12589917287209262,2799.4180542211416,1,5.913252186682886,2,3,4,2.0,2
52,2020,central,1,1,13,35,39969.08291775575,1.1068008358204897,6.305945878908808,1,0,0.5062671565191685,6289.741463845712,1,4.978211514066304,0,2,3,,2
52,2021,central,1,1,13,36,38586.466200523726,1.1068008358204897,4.2635252830845,1,0,2.9938742252046695,3633.101612794088,1,7.634537406271513,1,4,3,4.0,4
52,2022,central,1,1,13,37,49184.0803320388,1.1068008358204897,5.312730188207183,1,1,5.198623870036683,5778.498728791096,1,6.74952573246044,2,4,3,3.0,3
52,2023,central,1,1,13,38,46573.13423877159,1.1068008358204897,2.7042713672101018,1,1,7.736799018191246,3218.6163494795114,1,6.677145888952962,1,4,3,3.0,2
52,2024,central,1,1,13,39,51970.46858731977,1.1068008358204897,4.992401708620689,1,1,6.400523100469925,4836.7284206772265,1,6.405881376884684,4,3,1,4.0,3
52,2025,central,1,1,13,40,,1.1068008358204897,4.633534804510135,1,1,5.329954569337341,4196.994897326931,0,7.924046467749539,0,4,3,2.0,1
53,2018,north,1,0,13,40,49241.23869254882,1.2199136458821918,2.7705794536517576,1,0,3.8207438137330976,4946.3258752991205,1,8.35677178503562,5,5,3,5.0,2
53,2019,north,1,0,13,41,47406.86761947059,1.2199136458821918,4.583324685635975,1,0,3.3461212350171676,5675.872995464199,1,10.0,1,5,4,3.0,3
53,2020,north,1,0,13,42,52636.24411030772,1.2199136458821918,5.0545371172152995,1,0,6.555684545492209,7165.474949886584,1,9.168892991833875,5,5,3,2.0,3
53,2021,north,1,0,13,43,51428.42111698811,1.2199136458821918,4.082177665590935,1,0,3.109145350874825,9321.009281457105,1,6.731199817012808,3,4,5,3.0,5
53,2022,north,1,0,13,44,56400.99612832809,1.2199136458821918,6.029529791765959,1,1,5.8230221935681765,7747.050062270038,1,7.190467283558839,2,4,2,3.0,3
53,2023,north,1,0,13,45,58435.98283427732,1.2199136458821918,4.414079255294552,1,1,7.030905783547701,7318.8534740517225,0,9.914626913299198,1,5,3,5.0,4
53,2024,north,1,0,13,46,57007.11986158465,1.2199136458821918,3.5492991427684197,1,1,6.795153348145835,5667.063371450453,0,6.5681496815661635,4,4,3,3.0,2
53,2025,north,1,0,13,47,58852.11285296491,1.2199136458821918,4.143055707360983,1,1,6.157272232451482,7542.161790383877,1,8.458190291889816,2,5,4,4.0,5
54,2018,west,1,1,15,35,46186.042868255834,-0.4776474381383787,3.1105220867854357,1,0,5.146703043027256,4952.064957776549,1,7.538982084604832,7,4,5,3.0,2
54,2019,west,1,1,15,36,53420.90193082255,-0.4776474381383787,3.634731062352056,1,0,2.1035604221082544,6117.639510607172,0,8.681080003018115,3,5,2,1.0,2
54,2020,west,1,1,15,37,51998.55629917558,-0.4776474381383787,4.012309956113226,1,0,2.0520744263895527,6298.874870129442,1,8.07436512489585,5,5,4,4.0,3
54,2021,west,1,1,15,38,59751.45175727435,-0.4776474381383787,2.5032755038172403,1,0,5.688994917102804,4596.7390255225355,1,8.749435680318403,3,5,2,4.0,3
54,2022,west,1,1,15,39,57592.382950900304,-0.4776474381383787,3.4418014034389026,1,1,5.40170930655935,7351.88342232655,0,7.3627689818343764,0,4,3,5.0,4
54,2023,west,1,1,15,40,56618.99223591502,-0.4776474381383787,4.484916335492782,1,1,4.381422800048227,5478.031290000795,1,8.101783219804034,2,5,4,3.0,2
54,2024,west,1,1,15,41,58264.567005926896,-0.4776474381383787,3.329458150260616,1,1,7.528385783625893,4786.076182289115,1,8.745423063781297,3,5,3,3.0,4
54,2025,west,1,1,15,42,48361.38441880848,-0.4776474381383787,2.951781006021641,1,1,5.070989917790552,5647.0962808208105,1,6.530431550074756,2,4,4,5.0,3
55,2018,east,0,0,15,52,43896.36932590838,0.4940045068853151,4.970154995298653,1,0,2.2668769093797763,8083.131788699407,1,7.039971083612301,2,4,4,4.0,4
55,2019,east,0,0,15,53,43178.8461139783,0.4940045068853151,2.7266104405990985,1,0,4.3030624727145925,6392.054599103574,1,7.64794730564686,2,4,4,4.0,3
55,2020,east,0,0,15,54,62699.77068666571,0.4940045068853151,2.442613328154114,1,0,4.754885536553464,3843.2140720737243,0,7.096537465131851,3,4,3,2.0,3
55,2021,east,0,0,15,55,63036.01659931324,0.4940045068853151,5.935042448241149,1,0,3.8077864693599492,8307.568275159067,0,9.534196572546433,3,5,3,3.0,4
55,2022,east,0,0,15,56,60526.27017414257,0.4940045068853151,3.099745669827975,1,1,4.857233144066163,6233.368303699659,1,7.197433215032893,2,4,2,3.0,2
55,2023,east,0,0,15,57,51320.215904540164,0.4940045068853151,5.629390213535473,1,1,6.194349500840655,12201.178338377264,0,5.377602274479022,4,3,4,5.0,2
55,2024,east,0,0,15,58,59154.926928138266,0.4940045068853151,3.5671459484862895,1,1,4.448250578180117,5280.329410604574,1,8.96772025942837,2,5,3,5.0,3
55,2025,east,0,0,15,59,46402.58513969347,0.4940045068853151,4.551437170063584,1,1,3.5301652549415476,7649.579792562487,1,9.71792227957529,2,5,4,3.0,3
56,2018,central,0,1,16,34,54973.90091928841,0.49133377330831074,4.953147030111851,1,0,4.533946217595452,6674.997599912946,0,7.803084981485216,3,4,2,3.0,2
56,2019,central,0,1,16,35,41140.73204065123,0.49133377330831074,4.095264329029238,1,0,3.3575640201496304,3649.99768707642,1,9.210143993605948,3,5,5,3.0,4
56,2020,central,0,1,16,36,61655.9762219937,0.49133377330831074,5.814673130443337,1,0,5.432008991184723,10409.731426276327,1,7.070780048157772,3,4,3,4.0,4
56,2021,central,0,1,16,37,50336.46538995747,0.49133377330831074,4.888056367277827,1,0,2.810567013140541,7801.799431992763,0,5.945114272139065,3,3,3,4.0,3
56,2022,central,0,1,16,38,49476.207147061636,0.49133377330831074,6.065970851558783,1,1,4.515123470720528,9128.169647610011,1,8.479505015286701,1,5,4,3.0,3
56,2023,central,0,1,16,39,59547.669499647556,0.49133377330831074,3.5756544356359616,1,1,8.117917419222193,8737.217424753748,1,9.749324869878672,2,5,4,5.0,3
56,2024,central,0,1,16,40,55197.690239667456,0.49133377330831074,5.67268606357409,1,1,8.20675732449033,7780.139924060318,1,7.7287328795317265,3,4,5,5.0,4
56,2025,central,0,1,16,41,49561.22917288504,0.49133377330831074,4.698492155217141,1,1,4.526595500159981,6750.716561383679,0,6.365246156161554,4,3,3,,3
57,2018,central,1,0,11,27,33693.40954907706,0.2805713231637617,1.8883049981742428,1,0,4.997386460657602,3601.1840768362263,0,7.6666219742905355,1,4,3,2.0,4
57,2019,central,1,0,11,28,44778.82649704325,0.2805713231637617,2.40351136680324,1,0,6.809343339653736,4795.139078445229,1,6.73347891154019,2,4,5,3.0,3
57,2020,central,1,0,11,29,46549.02186389468,0.2805713231637617,3.5590027188422937,1,0,6.740266506661558,6679.1168668631035,0,6.904745321208589,2,4,3,3.0,4
57,2021,central,1,0,11,30,49293.37735992335,0.2805713231637617,2.9366237501735695,1,0,4.355108622001963,4680.136348355261,1,8.188774876204413,2,5,5,3.0,4
57,2022,central,1,0,11,31,36672.43147856334,0.2805713231637617,3.1096050527615837,1,1,7.065855910327489,3965.1125159562052,0,6.057749840142394,1,3,3,3.0,3
57,2023,central,1,0,11,32,39138.975722612886,0.2805713231637617,3.183742154047556,1,1,4.5480327084113545,5382.973035899046,0,7.911537370276181,2,4,4,3.0,1
57,2024,central,1,0,11,33,44243.44453575517,0.2805713231637617,3.1704815427761215,1,1,6.674450099373063,4856.1999722188575,1,8.23980088097264,2,5,3,3.0,3
57,2025,central,1,0,11,34,53717.61379117778,0.2805713231637617,3.267323728241165,1,1,5.33263576943453,4762.09972974121,1,6.650433449418215,1,4,3,2.0,3
58,2018,east,1,0,18,25,46233.57164918106,0.31351625359405466,2.921384432366006,1,0,3.620831328184461,4527.628464842386,1,9.541702668828277,0,5,4,4.0,3
58,2019,east,1,0,18,26,53316.54488989838,0.31351625359405466,5.172169030965232,1,0,4.323040167770179,8830.741217504405,0,7.718409251568791,1,4,3,4.0,3
58,2020,east,1,0,18,27,54587.61961007751,0.31351625359405466,5.979160105625364,1,0,2.29293059152564,8498.544982456697,0,6.089769514308925,2,3,3,5.0,4
